target_class,orbital_period,planetary_radius,insolation_flux,equilibrium_temp,stellar_temp,stellar_radius,stellar_mass,distance,transit_duration,transit_depth,data_source,earth_similarity_score,similarity_breakdown,earth_similarity_category
CONFIRMED,14.2651545,1.06,125.45,853.0,5825.0,1.291,1.049,,3.601,66.3,kepler,53.553858682041664,"{'planetary_radius': 0.9941731091876024, 'insolation_flux': 0.03361854543751375, 'equilibrium_temp': 0, 'orbital_period': 0.8378618882340262, 'stellar_temp': 0.9765, 'stellar_radius': 0.9489165776270989}",Moderate
CANDIDATE,5.04404366,1.47,318.92,1078.0,6039.0,0.951,1.027,,1.682,236.5,kepler,50.347784592822876,"{'planetary_radius': 0.9614737599209355, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7858813011631555, 'stellar_temp': 0.8694999999999999, 'stellar_radius': 0.9899517567126507}",Moderate
CANDIDATE,1.166960319,0.88,1534.29,1596.0,5632.0,0.904,1.026,,1.6823,97.8,kepler,50.91248411664279,"{'planetary_radius': 0.9872166628490116, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7126910149762408, 'stellar_temp': 0.927, 'stellar_radius': 0.979814816282008}",Moderate
FALSE POSITIVE,0.530959357,0.69,2764.64,1852.0,5325.0,0.75,0.84,,2.417,84.4,kepler,48.06730095748071,"{'planetary_radius': 0.9628936318609168, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.6733174074104988, 'stellar_temp': 0.7735, 'stellar_radius': 0.9424635855096438}",Moderate
CANDIDATE,3.05772668,1.23,141.1,878.0,4483.0,0.731,0.723,,1.819,311.0,kepler,45.451816215422156,"{'planetary_radius': 0.9792985830615674, 'insolation_flux': 0.01010622822824625, 'equilibrium_temp': 0, 'orbital_period': 0.7608544837101338, 'stellar_temp': 0.35250000000000004, 'stellar_radius': 0.9373316361535283}",Moderate
CANDIDATE,9.9092109,2.35,54.54,693.0,5396.0,0.702,0.784,,2.552,942.0,kepler,53.37470158743874,"{'planetary_radius': 0.9145584671843933, 'insolation_flux': 0.20021312451651152, 'equilibrium_temp': 0, 'orbital_period': 0.819644133395048, 'stellar_temp': 0.8089999999999999, 'stellar_radius': 0.9292356250087348}",Moderate
FALSE POSITIVE,0.996864568,0.77,1505.33,1588.0,5418.0,0.782,0.746,,1.098,86.7,kepler,49.21814396496161,"{'planetary_radius': 0.9738635235865593, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7048138795801657, 'stellar_temp': 0.8200000000000001, 'stellar_radius': 0.9508198923126349}",Moderate
FALSE POSITIVE,1.710319812,0.56,978.84,1426.0,5774.0,0.825,0.831,,2.983,43.6,kepler,50.36622178507285,"{'planetary_radius': 0.9420181504747058, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7318049163479126, 'stellar_temp': 0.998, 'stellar_radius': 0.9615256214705088}",Moderate
FALSE POSITIVE,5.62978034,1.61,154.59,899.0,5497.0,0.839,0.952,,5.847,379.2,kepler,49.90449707788287,"{'planetary_radius': 0.9523765821003628, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7913744187386929, 'stellar_temp': 0.8594999999999999, 'stellar_radius': 0.9648910854970139}",Moderate
CANDIDATE,6.39269778,1.21,148.31,890.0,5248.0,0.943,0.844,,2.138,174.3,kepler,49.70021369428396,"{'planetary_radius': 0.980937964039135, 'insolation_flux': 0.00013906444922573424, 'equilibrium_temp': 0, 'orbital_period': 0.7977287158227936, 'stellar_temp': 0.735, 'stellar_radius': 0.988262200730264}",Moderate
CONFIRMED,3.0570982,0.99,493.09,1202.0,6021.0,0.819,0.922,,3.571,144.0,kepler,51.163619854689614,"{'planetary_radius': 0.9989949664146499, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7608442057379179, 'stellar_temp': 0.8785000000000001, 'stellar_radius': 0.9600657609741865}",Moderate
CANDIDATE,7.87845756,0.78,226.11,989.0,5767.0,1.135,0.91,,3.912,44.1,kepler,52.15475831765236,"{'planetary_radius': 0.97515386407015, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.8081775046481218, 'stellar_temp': 0.9945, 'stellar_radius': 0.9746734698133268}",Moderate
FALSE POSITIVE,0.885129679,1.21,2373.06,1780.0,5792.0,0.864,0.959,,3.156,177.3,kepler,51.200654828297985,"{'planetary_radius': 0.980937964039135, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.6988698417302012, 'stellar_temp': 0.993, 'stellar_radius': 0.9707634979643837}",Moderate
CONFIRMED,5.79179934,1.69,528.14,1222.0,6174.0,1.318,1.109,,3.474,118.5,kepler,49.09762945687246,"{'planetary_radius': 0.9475271471065018, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.792793047975773, 'stellar_temp': 0.802, 'stellar_radius': 0.9447769127839369}",Moderate
CANDIDATE,27.9040511,2.19,49.53,677.0,6325.0,1.112,1.157,,5.346,300.2,kepler,54.00833735387203,"{'planetary_radius': 0.9216098456171591, 'insolation_flux': 0.21948429067997077, 'equilibrium_temp': 0, 'orbital_period': 0.8714094914186377, 'stellar_temp': 0.7264999999999999, 'stellar_radius': 0.9787679608343218}",Moderate
FALSE POSITIVE,1.39772545,1.58,2275.72,1763.0,6006.0,1.114,1.084,,4.129,181.3,kepler,49.59690041047704,"{'planetary_radius': 0.9542575152961125, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7217132093098756, 'stellar_temp': 0.886, 'stellar_radius': 0.9784085716989815}",Moderate
CANDIDATE,0.644322147,24.39,1516.94,1592.0,5136.0,0.612,0.608,,0.893,1076.6,kepler,38.54638811668662,"{'planetary_radius': 0.6805826787772171, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.6829930749839914, 'stellar_temp': 0.679, 'stellar_radius': 0.9017954007060378}",Low
FALSE POSITIVE,1.8912501,23.5,427.26,1159.0,4883.0,0.794,0.767,,7.648,731.0,kepler,38.19165491299701,"{'planetary_radius': 0.6842999578849887, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7368327994182351, 'stellar_temp': 0.5525, 'stellar_radius': 0.9538656364529997}",Low
CANDIDATE,17.8075656,3.92,71.56,742.0,6194.0,0.981,0.988,,1.643,1511.0,kepler,50.939381601010446,"{'planetary_radius': 0.863390834619763, 'insolation_flux': 0.14589274827189624, 'equilibrium_temp': 0, 'orbital_period': 0.8489520675036928, 'stellar_temp': 0.792, 'stellar_radius': 0.9961634361166452}",Moderate
CANDIDATE,3.75030469,0.87,842.07,1374.0,5866.0,1.339,1.016,,3.246,35.5,kepler,51.5609182496492,"{'planetary_radius': 0.9860737932666492, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.771062751835876, 'stellar_temp': 0.956, 'stellar_radius': 0.9416153866581929}",Moderate
CANDIDATE,4.72693131,0.61,495.58,1203.0,5950.0,1.196,1.1,,4.036,26.2,kepler,50.30447546385693,"{'planetary_radius': 0.950570367818522, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7826347084829717, 'stellar_temp': 0.914, 'stellar_radius': 0.964203468894312}",Moderate
CANDIDATE,10.0989634,1.03,251.36,1016.0,6174.0,1.318,1.109,,6.428,57.0,kepler,50.86113352433797,"{'planetary_radius': 0.9970441197758455, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.8205925367142922, 'stellar_temp': 0.802, 'stellar_radius': 0.9447769127839369}",Moderate
FALSE POSITIVE,3.67515329,0.71,414.64,1150.0,5968.0,0.881,0.97,,7.083,56.0,kepler,50.596337816478076,"{'planetary_radius': 0.9657509691053224, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7700506396364357, 'stellar_temp': 0.905, 'stellar_radius': 0.9746604693908085}",Moderate
FALSE POSITIVE,0.715825886,0.58,3196.46,1920.0,5640.0,0.909,0.924,,1.212,40.6,kepler,49.462958104769314,"{'planetary_radius': 0.9455272824558327, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.6882549815898987, 'stellar_temp': 0.931, 'stellar_radius': 0.9809179630390683}",Moderate
FALSE POSITIVE,0.492291661,3.42,2415.37,1788.0,4971.0,0.718,0.693,,0.894,1107.6,kepler,43.64015964591721,"{'planetary_radius': 0.8770359448925487, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.6695367009074662, 'stellar_temp': 0.5965, 'stellar_radius': 0.9337428580132174}",Moderate
FALSE POSITIVE,2.42803503,0.85,1249.87,1516.0,6609.0,0.974,1.073,,3.045,73.8,kepler,47.82434936115443,"{'planetary_radius': 0.9837481070502225, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7493250124987362, 'stellar_temp': 0.5845, 'stellar_radius': 0.9947312049320796}",Moderate
CANDIDATE,13.12297275,1.29,266.05,1030.0,6134.0,1.665,1.173,,2.234,43.7,kepler,50.283139365833996,"{'planetary_radius': 0.9745357781626419, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.8336891144387144, 'stellar_temp': 0.8220000000000001, 'stellar_radius': 0.8980349753135186}",Moderate
CONFIRMED,6.28384079,0.73,356.49,1108.0,5888.0,1.227,1.036,,4.291,35.7,kepler,51.269995266586236,"{'planetary_radius': 0.96852892551603, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7968699666834108, 'stellar_temp': 0.945, 'stellar_radius': 0.9590855668542451}",Moderate
CONFIRMED,2.27164952,0.97,1269.46,1522.0,6274.0,1.062,1.115,,4.054,82.4,kepler,49.82843054360879,"{'planetary_radius': 0.9969540792515291, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7459962088882666, 'stellar_temp': 0.752, 'stellar_radius': 0.9879692154360505}",Moderate
FALSE POSITIVE,1.87885327,0.97,922.49,1406.0,5851.0,0.863,0.93,,3.302,120.9,kepler,51.76132157831823,"{'planetary_radius': 0.9969540792515291, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7365039788671062, 'stellar_temp': 0.9635, 'stellar_radius': 0.9705318824202582}",Moderate
FALSE POSITIVE,0.785473311,1.61,2325.64,1769.0,5356.0,0.871,0.81,,1.3911,339.6,kepler,48.252158736091666,"{'planetary_radius': 0.9523765821003628, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.6928974575210418, 'stellar_temp': 0.789, 'stellar_radius': 0.9723773395740731}",Moderate
FALSE POSITIVE,5.2438982,1.24,262.14,1026.0,5804.0,0.927,0.932,,7.881,162.2,kepler,52.02710569894295,"{'planetary_radius': 0.9784888620383054, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7878241551210063, 'stellar_temp': 0.987, 'stellar_radius': 0.9848396573167436}",Moderate
CANDIDATE,9.08745206,0.73,217.95,980.0,5888.0,1.227,1.036,,3.786,35.1,kepler,51.454451858170444,"{'planetary_radius': 0.96852892551603, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.8153156258418324, 'stellar_temp': 0.945, 'stellar_radius': 0.9590855668542451}",Moderate
FALSE POSITIVE,2.9761504,1.02,102.54,811.0,4236.0,0.664,0.657,,6.079,259.5,kepler,46.26487845817672,"{'planetary_radius': 0.9980197372703821, 'insolation_flux': 0.07394940672888917, 'equilibrium_temp': 0, 'orbital_period': 0.7595024301348731, 'stellar_temp': 0.22899999999999998, 'stellar_radius': 0.9181053740988594}",Moderate
CONFIRMED,64.0019669,2.48,2.55,322.0,4652.0,0.697,0.734,,4.724,1112.5,kepler,72.3329535379306,"{'planetary_radius': 0.9091741439823109, 'insolation_flux': 0.8127813281659331, 'equilibrium_temp': 0.32999999999999996, 'orbital_period': 0.912916588253456, 'stellar_temp': 0.43700000000000006, 'stellar_radius': 0.9278060263556773}",High
CONFIRMED,9.3281912,0.59,91.02,788.0,5525.0,0.888,0.939,,3.991,45.2,kepler,52.64415146291762,"{'planetary_radius': 0.9472367257917628, 'insolation_flux': 0.09778414748230091, 'equilibrium_temp': 0, 'orbital_period': 0.8166229538097179, 'stellar_temp': 0.8734999999999999, 'stellar_radius': 0.9762432928020066}",Moderate
CONFIRMED,2.71603664,1.05,807.43,1360.0,6011.0,1.041,1.119,,1.744,98.5,kepler,51.19774354255975,"{'planetary_radius': 0.9951209835830568, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7549295824700872, 'stellar_temp': 0.8835, 'stellar_radius': 0.9919636420734337}",Moderate
CANDIDATE,13.00291716,1.28,60.11,710.0,5796.0,0.8,0.882,,3.058,225.3,kepler,56.79769096892615,"{'planetary_radius': 0.9753139922068474, 'insolation_flux': 0.18076475658978597, 'equilibrium_temp': 0, 'orbital_period': 0.8332295839290291, 'stellar_temp': 0.991, 'stellar_radius': 0.955371289737158}",Moderate
CANDIDATE,0.505111993,1.58,2970.58,1886.0,5262.0,0.783,0.875,,0.4053,212.8,kepler,47.51132429758818,"{'planetary_radius': 0.9542575152961125, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.6708221421696143, 'stellar_temp': 0.742, 'stellar_radius': 0.9510754834017332}",Moderate
CONFIRMED,3.38557445,1.63,1122.9,1476.0,5718.0,1.48,0.936,,1.879,121.9,kepler,50.50168864072509,"{'planetary_radius': 0.9511419985181329, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7659470772957131, 'stellar_temp': 0.97, 'stellar_radius': 0.9215915824447952}",Moderate
FALSE POSITIVE,2.754024,1.68,1374.41,1553.0,6419.0,1.188,1.073,,4.15,172.2,kepler,47.62258793093137,"{'planetary_radius': 0.9481206206584832, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7556240532117316, 'stellar_temp': 0.6795, 'stellar_radius': 0.9655457558119094}",Moderate
FALSE POSITIVE,0.960843605,19.15,3120.32,1904.0,5708.0,1.129,1.112,,3.22,141.7,kepler,42.70149673004149,"{'planetary_radius': 0.7047697284373345, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7029737162088978, 'stellar_temp': 0.965, 'stellar_radius': 0.9757335429664951}",Moderate
FALSE POSITIVE,4.206109,0.91,235.01,999.0,5480.0,0.802,0.78,,5.16,120.0,kepler,50.77439926130711,"{'planetary_radius': 0.9905689320528759, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7767977970836456, 'stellar_temp': 0.851, 'stellar_radius': 0.9558706657768755}",Moderate
CONFIRMED,13.3997555,1.51,145.65,886.0,6401.0,1.15,1.183,,3.534,167.3,kepler,48.9502038930626,"{'planetary_radius': 0.9587890349173167, 'insolation_flux': 0.0037587033189112606, 'equilibrium_temp': 0, 'orbital_period': 0.8347327204945467, 'stellar_temp': 0.6885, 'stellar_radius': 0.9720476115249683}",Moderate
CANDIDATE,2.49385348,0.59,579.64,1251.0,5615.0,0.85,0.79,,1.414,46.9,kepler,49.94620636720693,"{'planetary_radius': 0.9472367257917628, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7506623522951825, 'stellar_temp': 0.9185, 'stellar_radius': 0.9674962141004451}",Moderate
FALSE POSITIVE,0.776950288,1.72,2974.07,1882.0,5861.0,0.865,0.957,,1.288,396.0,kepler,49.73652087512364,"{'planetary_radius': 0.9457675709174638, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.6923519519649977, 'stellar_temp': 0.9585, 'stellar_radius': 0.9709948455899484}",Moderate
FALSE POSITIVE,5.93725628,0.86,148.97,891.0,5428.0,0.799,0.727,,3.639,115.6,kepler,50.51346953273465,"{'planetary_radius': 0.9849177110265417, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7940332535154264, 'stellar_temp': 0.825, 'stellar_radius': 0.9551211333568276}",Moderate
CANDIDATE,18.22211768,7.45,34.99,620.0,5162.0,0.958,0.862,,2.044,2318.0,kepler,51.578165901300096,"{'planetary_radius': 0.7991785967608531, 'insolation_flux': 0.2889875387240807, 'equilibrium_temp': 0, 'orbital_period': 0.8501027031383771, 'stellar_temp': 0.692, 'stellar_radius': 0.9914184997977447}",Moderate
CONFIRMED,4.56383697,1.22,218.18,980.0,5408.0,0.861,0.848,,2.271,201.8,kepler,50.21257747914616,"{'planetary_radius': 0.9801149141254835, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.780879082993606, 'stellar_temp': 0.815, 'stellar_radius': 0.9700678450891187}",Moderate
CANDIDATE,16.5340022,1.17,106.21,819.0,6052.0,1.202,1.015,,4.063,89.2,kepler,53.10032906042015,"{'planetary_radius': 0.9842996251190336, 'insolation_flux': 0.06691634673331026, 'equilibrium_temp': 0, 'orbital_period': 0.8452418474629408, 'stellar_temp': 0.863, 'stellar_radius': 0.9632026327773968}",Moderate
FALSE POSITIVE,55.119831,1.68,35.48,622.0,6297.0,1.506,1.18,,4.703,114.5,kepler,56.64877945818597,"{'planetary_radius': 0.9481206206584832, 'insolation_flux': 0.2862061685117243, 'equilibrium_temp': 0, 'orbital_period': 0.9054463755016079, 'stellar_temp': 0.7404999999999999, 'stellar_radius': 0.9181085741244597}",Moderate
FALSE POSITIVE,25.6416117,1.76,98.5,803.0,6297.0,1.506,1.18,,5.5,126.4,kepler,51.02113592171214,"{'planetary_radius': 0.9434686190949939, 'insolation_flux': 0.08198869036439138, 'equilibrium_temp': 0, 'orbital_period': 0.867181721913024, 'stellar_temp': 0.7404999999999999, 'stellar_radius': 0.9181085741244597}",Moderate
FALSE POSITIVE,1.33258455,15.89,1884.66,1680.0,6039.0,0.951,1.027,,5.77,152.7,kepler,42.540957980203196,"{'planetary_radius': 0.7234310019451375, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7193269138285825, 'stellar_temp': 0.8694999999999999, 'stellar_radius': 0.9899517567126507}",Moderate
CANDIDATE,5.67577999,1.22,802.11,1357.0,6681.0,1.438,1.294,,3.554,51.2,kepler,47.443007137697656,"{'planetary_radius': 0.9801149141254835, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7917812973232008, 'stellar_temp': 0.5485, 'stellar_radius': 0.9273493481402291}",Moderate
FALSE POSITIVE,4.29258258,1.87,428.77,1161.0,6137.0,0.963,1.038,,3.069,369.6,kepler,49.06763609080641,"{'planetary_radius': 0.9374061569133505, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7778153250589903, 'stellar_temp': 0.8205, 'stellar_radius': 0.9924596265631977}",Moderate
CONFIRMED,5.49548533,1.3,661.04,1293.0,6157.0,1.392,1.02,,2.461,85.8,kepler,49.88883807240311,"{'planetary_radius': 0.9737635735532509, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7901672427717809, 'stellar_temp': 0.8105, 'stellar_radius': 0.9338516876175544}",Moderate
FALSE POSITIVE,0.980505042,26.35,3100.61,1904.0,5794.0,1.059,0.963,,1.4068,426.6,kepler,42.088135337560914,"{'planetary_radius': 0.6728531725012629, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7039865229142291, 'stellar_temp': 0.992, 'stellar_radius': 0.9885349866761461}",Moderate
CONFIRMED,3.58273837,1.64,302.74,1064.0,5448.0,0.872,0.912,,1.523,360.5,kepler,49.41671810202359,"{'planetary_radius': 0.9505303758163893, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7687772682605067, 'stellar_temp': 0.835, 'stellar_radius': 0.9726068289853685}",Moderate
CONFIRMED,15.604841,1.57,248.62,1013.0,6254.0,1.706,1.11,,4.543,73.4,kepler,49.156121260848884,"{'planetary_radius': 0.9548924380639783, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.8423499567999025, 'stellar_temp': 0.762, 'stellar_radius': 0.8931697101861026}",Moderate
CANDIDATE,0.762950224,1.0,1763.73,1651.0,5385.0,0.731,0.797,,1.133,187.3,kepler,49.63608591192863,"{'planetary_radius': 1, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.6914427731160988, 'stellar_temp': 0.8035, 'stellar_radius': 0.9373316361535283}",Moderate
CANDIDATE,19.5650801,0.97,92.77,791.0,6180.0,1.235,1.09,,4.242,61.7,kepler,53.57351699867438,"{'planetary_radius': 0.9969540792515291, 'insolation_flux': 0.09397533766696387, 'equilibrium_temp': 0, 'orbital_period': 0.8536582149534337, 'stellar_temp': 0.7989999999999999, 'stellar_radius': 0.9577858059840119}",Moderate
FALSE POSITIVE,2.17823752,0.64,1114.8,1473.0,6052.0,0.969,0.905,,2.259,44.0,kepler,49.69861503607943,"{'planetary_radius': 0.955371289737158, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7438967011056066, 'stellar_temp': 0.863, 'stellar_radius': 0.9937018665817259}",Moderate
FALSE POSITIVE,1.404674486,0.86,379.5,1126.0,4716.0,0.609,0.603,,5.056,155.5,kepler,45.96120609089904,"{'planetary_radius': 0.9849177110265417, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7219611771375036, 'stellar_temp': 0.469, 'stellar_radius': 0.900812597745552}",Moderate
FALSE POSITIVE,24.9097436,2.24,163.58,912.0,6596.0,1.757,1.227,,3.856,150.2,kepler,46.58430308596184,"{'planetary_radius': 0.9193524134133051, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.8657338492767654, 'stellar_temp': 0.591, 'stellar_radius': 0.887278438159008}",Moderate
CONFIRMED,12.3101351,1.51,42.42,651.0,5009.0,0.84,0.797,,3.797,263.7,kepler,54.311138346853326,"{'planetary_radius': 0.9587890349173167, 'insolation_flux': 0.2504760101726927, 'equilibrium_temp': 0, 'orbital_period': 0.8304920432161276, 'stellar_temp': 0.6154999999999999, 'stellar_radius': 0.9651293225710444}",Moderate
CONFIRMED,2.61576515,1.06,851.6,1379.0,6088.0,0.958,0.934,,2.777,120.4,kepler,50.76277307685147,"{'planetary_radius': 0.9941731091876024, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7530487302234672, 'stellar_temp': 0.845, 'stellar_radius': 0.9914184997977447}",Moderate
CONFIRMED,6.94245216,1.34,239.39,1003.0,6108.0,1.03,1.132,,3.491,160.8,kepler,50.46096885519741,"{'planetary_radius': 0.970733038603718, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.8018536499327409, 'stellar_temp': 0.835, 'stellar_radius': 0.9940882395516911}",Moderate
